#EN          DATA        DATA-ERR    
#EV          B           B           
8.6638e+03  6.4510e+00  3.0098e-01  
8.6649e+03  7.2979e+00  3.1997e-01  
8.6660e+03  7.0267e+00  3.1230e-01  
8.6671e+03  6.9643e+00  3.1277e-01  
8.6683e+03  7.2633e+00  3.1904e-01  
8.6694e+03  6.3594e+00  2.9706e-01  
8.6705e+03  6.1118e+00  2.9245e-01  
8.6716e+03  6.3717e+00  3.0451e-01  
8.6727e+03  6.2283e+00  2.9767e-01  
8.6738e+03  6.6116e+00  3.0211e-01  
8.6749e+03  6.7329e+00  3.0765e-01  
8.6761e+03  6.6163e+00  3.0207e-01  
8.6772e+03  7.1752e+00  3.1507e-01  
8.6861e+03  6.7370e+00  7.9728e-02  
8.7029e+03  6.5276e+00  7.8219e-02  
8.7197e+03  6.3909e+00  7.7263e-02  
8.7365e+03  6.3781e+00  7.6742e-02  
8.7534e+03  6.0354e+00  7.4937e-02  
8.7704e+03  6.0302e+00  7.4862e-02  
8.7874e+03  5.7403e+00  7.3829e-02  
8.8045e+03  5.6346e+00  7.2584e-02  
8.8216e+03  5.5490e+00  7.2454e-02  
8.8387e+03  5.4707e+00  7.1376e-02  
8.8560e+03  5.3264e+00  7.0832e-02  
8.8732e+03  5.0396e+00  6.9073e-02  
8.8905e+03  4.9050e+00  6.8849e-02  
8.9079e+03  4.8423e+00  6.8519e-02  
8.9253e+03  4.7509e+00  6.7477e-02  
8.9428e+03  4.4418e+00  6.6848e-02  
8.9603e+03  4.3111e+00  6.5756e-02  
8.9779e+03  4.0988e+00  6.4891e-02  
8.9955e+03  4.0673e+00  6.4265e-02  
9.0131e+03  3.8166e+00  6.3548e-02  
9.0309e+03  3.6775e+00  6.2649e-02  
9.0486e+03  3.4958e+00  6.1924e-02  
9.0665e+03  3.3593e+00  6.1387e-02  
9.0772e+03  3.2029e+00  1.3536e-01  
9.0808e+03  3.5527e+00  1.3822e-01  
9.0843e+03  3.1765e+00  1.3562e-01  
9.0879e+03  3.2847e+00  1.3691e-01  
9.0915e+03  3.3974e+00  1.3632e-01  
9.0951e+03  3.1966e+00  1.3848e-01  
9.0987e+03  3.3545e+00  1.3678e-01  
9.1023e+03  3.6862e+00  1.4044e-01  
9.1059e+03  3.5826e+00  1.3832e-01  
9.1095e+03  3.6269e+00  1.4015e-01  
9.1131e+03  3.9707e+00  1.4245e-01  
9.1167e+03  4.0644e+00  1.4263e-01  
9.1203e+03  4.1817e+00  1.4402e-01  
9.1239e+03  4.6022e+00  1.4790e-01  
9.1275e+03  4.8831e+00  1.5399e-01  
9.1311e+03  5.5002e+00  1.5675e-01  
9.1347e+03  5.7315e+00  1.6416e-01  
9.1383e+03  6.9709e+00  1.7934e-01  
9.1419e+03  8.7914e+00  2.1174e-01  
9.1455e+03  1.0424e+01  2.4677e-01  
9.1491e+03  1.1460e+01  2.6640e-01  
9.1528e+03  1.1524e+01  2.7141e-01  
9.1564e+03  1.1868e+01  2.8369e-01  
9.1600e+03  1.4788e+01  3.7076e-01  
9.1636e+03  1.7040e+01  4.7750e-01  
9.1673e+03  1.8926e+01  5.8004e-01  
9.1842e+03  3.3302e+01  1.3022e+00  
9.2086e+03  3.4401e+01  2.2220e+00  
9.2269e+03  3.1061e+01  1.1751e+00  
9.2452e+03  2.7341e+01  6.3371e-01  
9.2636e+03  2.3963e+01  4.4080e-01  
9.2821e+03  1.9538e+01  2.7635e-01  
9.3006e+03  1.5979e+01  1.8930e-01  
9.3192e+03  1.4207e+01  1.5745e-01  
9.3378e+03  1.2567e+01  1.3318e-01  
9.3565e+03  1.1403e+01  1.1937e-01  
9.3753e+03  1.0344e+01  1.0851e-01  
9.3941e+03  9.7491e+00  1.0250e-01  
9.4129e+03  9.1820e+00  9.6480e-02  
9.4318e+03  8.6130e+00  9.1892e-02  
9.4508e+03  8.1918e+00  8.8141e-02  
9.4698e+03  7.8925e+00  8.6228e-02  
9.4889e+03  7.5256e+00  8.3524e-02  
9.5081e+03  7.3624e+00  8.1495e-02  
9.5273e+03  7.0170e+00  7.9123e-02  
9.5465e+03  6.9021e+00  7.7363e-02  
9.5659e+03  6.6911e+00  7.5045e-02  
9.5852e+03  6.4567e+00  7.4568e-02  
9.6047e+03  6.3318e+00  7.4120e-02  
9.6242e+03  6.1997e+00  7.3836e-02  
9.6437e+03  6.0378e+00  7.4166e-02  
9.6633e+03  5.9926e+00  7.3813e-02  
9.6830e+03  6.0452e+00  7.3557e-02  
9.7027e+03  5.9365e+00  7.2778e-02  
9.7133e+03  6.0178e+00  2.8431e-01  
9.7146e+03  6.1326e+00  2.8339e-01  
9.7159e+03  6.2310e+00  2.9285e-01  
9.7173e+03  6.0921e+00  2.8933e-01  
9.7186e+03  5.9646e+00  2.8673e-01  
9.7199e+03  6.2031e+00  2.8969e-01  
9.7212e+03  6.0450e+00  2.8607e-01  
9.7225e+03  6.5198e+00  2.9364e-01  
9.7239e+03  6.1926e+00  2.8771e-01  
9.7252e+03  6.0685e+00  2.8954e-01  
9.7265e+03  5.9581e+00  2.8061e-01  
9.7278e+03  5.9443e+00  2.8731e-01  
9.7292e+03  5.9082e+00  2.7627e-01  
9.7305e+03  6.0820e+00  2.8421e-01  
9.7318e+03  6.5465e+00  2.9797e-01  
9.7331e+03  6.8664e+00  3.0121e-01  
9.7344e+03  6.5035e+00  2.9693e-01  
9.7358e+03  6.5114e+00  2.9417e-01  
9.7371e+03  6.7163e+00  2.9621e-01  
9.7384e+03  6.6719e+00  2.9428e-01  
9.7397e+03  6.7719e+00  3.1163e-01  
9.7411e+03  7.3926e+00  3.1189e-01  
9.7424e+03  7.3052e+00  3.1762e-01  
9.7437e+03  7.3369e+00  3.1452e-01  
9.7450e+03  7.7081e+00  3.2070e-01  
9.7464e+03  8.2623e+00  3.3685e-01  
9.7477e+03  8.9154e+00  3.5479e-01  
9.7490e+03  7.8404e+00  3.2933e-01  
9.7504e+03  8.2730e+00  3.3897e-01  
9.7517e+03  7.3599e+00  3.1958e-01  
9.7530e+03  7.7277e+00  3.3350e-01  
9.7543e+03  8.1603e+00  3.3053e-01  
9.7557e+03  7.9624e+00  3.3963e-01  
9.7570e+03  8.1720e+00  3.3747e-01  
9.7583e+03  7.6480e+00  3.3686e-01  
9.7597e+03  8.4031e+00  3.4731e-01  
9.7610e+03  8.7409e+00  3.5334e-01  
9.7623e+03  8.3505e+00  3.4146e-01  
9.7636e+03  8.4397e+00  3.4948e-01  
9.7650e+03  8.0495e+00  3.3687e-01  
9.7663e+03  8.1356e+00  3.3557e-01  
9.7676e+03  7.7022e+00  3.2576e-01  
9.7690e+03  7.3695e+00  3.1432e-01  
9.7703e+03  7.6006e+00  3.1671e-01  
9.7716e+03  6.9498e+00  3.0662e-01  
9.7730e+03  7.0401e+00  3.1563e-01  
9.7743e+03  7.6606e+00  3.1926e-01  
9.7776e+03  7.2761e+00  1.5669e-01  
9.7830e+03  7.1973e+00  1.5929e-01  
9.7883e+03  7.6196e+00  1.6302e-01  
9.7936e+03  8.3139e+00  1.7087e-01  
9.7990e+03  8.4359e+00  1.7309e-01  
9.8043e+03  8.7960e+00  1.7883e-01  
9.8097e+03  9.4394e+00  1.9377e-01  
9.8130e+03  1.0208e+01  4.1212e-01  
9.8144e+03  1.1501e+01  4.3840e-01  
9.8157e+03  1.1524e+01  4.6095e-01  
9.8171e+03  1.2994e+01  5.4027e-01  
9.8184e+03  1.3425e+01  5.5612e-01  
9.8198e+03  1.4118e+01  6.0380e-01  
9.8211e+03  1.4352e+01  6.2298e-01  
9.8224e+03  1.6803e+01  7.9877e-01  
9.8238e+03  1.9174e+01  1.0228e+00  
9.8251e+03  1.9213e+01  9.9939e-01  
9.8265e+03  1.9386e+01  1.0475e+00  
9.8278e+03  1.6003e+01  7.2327e-01  
9.8291e+03  1.6991e+01  8.0992e-01  
9.8305e+03  1.6956e+01  7.7662e-01  
9.8318e+03  1.5545e+01  6.9338e-01  
9.8332e+03  1.4603e+01  6.3292e-01  
9.8345e+03  1.3786e+01  5.8689e-01  
9.8359e+03  1.4793e+01  6.4954e-01  
9.8372e+03  1.4315e+01  6.2321e-01  
9.8386e+03  1.4254e+01  5.9865e-01  
9.8399e+03  1.6172e+01  7.4940e-01  
9.8413e+03  1.6507e+01  7.3924e-01  
9.8426e+03  1.6427e+01  7.4865e-01  
9.8439e+03  1.4959e+01  6.6133e-01  
9.8527e+03  1.7788e+01  2.5160e-01  
9.8689e+03  2.3513e+01  4.6229e-01  
9.8851e+03  2.9833e+01  1.0015e+00  
9.9014e+03  2.9920e+01  1.1093e+00  
9.9177e+03  3.0179e+01  1.1320e+00  
9.9341e+03  2.9326e+01  9.8882e-01  
9.9505e+03  3.2219e+01  1.6259e+00  
9.9670e+03  3.4488e+01  1.9826e+00  
9.9834e+03  3.2339e+01  1.4491e+00  
1.0000e+04  3.0604e+01  1.2180e+00  
1.0017e+04  2.6349e+01  6.5246e-01  
1.0033e+04  2.1798e+01  3.8466e-01  
1.0050e+04  1.9166e+01  2.9045e-01  
1.0066e+04  1.6781e+01  2.2811e-01  
1.0083e+04  1.5466e+01  1.9774e-01  
1.0100e+04  1.4175e+01  1.7456e-01  
1.0117e+04  1.3147e+01  1.5617e-01  
1.0134e+04  1.2343e+01  1.4324e-01  
1.0151e+04  1.1385e+01  1.3199e-01  
1.0167e+04  1.0695e+01  1.2333e-01  
1.0184e+04  1.0060e+01  1.2092e-01  
1.0201e+04  9.8038e+00  1.1283e-01  
1.0219e+04  9.2557e+00  1.0779e-01  
1.0236e+04  8.8288e+00  1.0313e-01  
1.0253e+04  8.4710e+00  9.9860e-02  
1.0270e+04  8.3998e+00  9.9289e-02  
1.0287e+04  7.8955e+00  9.5560e-02  
1.0297e+04  7.6108e+00  3.3367e-01  
1.0298e+04  7.6147e+00  3.2383e-01  
1.0299e+04  7.7293e+00  3.2240e-01  
1.0301e+04  7.6570e+00  3.1511e-01  
1.0302e+04  7.5900e+00  3.2091e-01  
1.0304e+04  7.5271e+00  3.1718e-01  
1.0305e+04  8.3768e+00  3.3834e-01  
1.0307e+04  8.5236e+00  3.5230e-01  
1.0308e+04  8.4160e+00  3.4414e-01  
1.0310e+04  8.5867e+00  3.5357e-01  
1.0311e+04  9.1964e+00  3.5672e-01  
1.0312e+04  9.0623e+00  3.7681e-01  
1.0314e+04  9.1369e+00  3.7223e-01  
1.0315e+04  8.9160e+00  3.6580e-01  
1.0317e+04  1.0106e+01  3.9320e-01  
1.0318e+04  9.0821e+00  3.7058e-01  
1.0320e+04  8.5313e+00  3.4733e-01  
1.0321e+04  9.0661e+00  3.6298e-01  
1.0323e+04  8.5618e+00  3.4476e-01  
1.0324e+04  8.0162e+00  3.3083e-01  
1.0325e+04  7.7200e+00  3.2247e-01  
1.0327e+04  8.4574e+00  3.3709e-01  
1.0328e+04  7.6969e+00  3.2388e-01  
1.0330e+04  6.8865e+00  3.1396e-01  
1.0331e+04  7.6540e+00  3.2673e-01  
1.0333e+04  7.4201e+00  3.2092e-01  
1.0334e+04  7.2271e+00  3.1305e-01  
1.0336e+04  7.5465e+00  3.1588e-01  
1.0337e+04  7.1503e+00  3.1531e-01  
1.0339e+04  7.5036e+00  3.1503e-01  
1.0340e+04  7.7026e+00  3.2075e-01  
1.0341e+04  7.4938e+00  3.2100e-01  
1.0343e+04  7.2547e+00  3.1567e-01  
1.0344e+04  7.7044e+00  3.1538e-01  
1.0346e+04  7.5533e+00  3.1759e-01  
1.0347e+04  7.2423e+00  3.1130e-01  
1.0357e+04  7.0041e+00  8.8458e-02  
1.0374e+04  7.0431e+00  8.8914e-02  
1.0392e+04  6.7878e+00  8.6842e-02  
1.0409e+04  6.6692e+00  8.5295e-02  
1.0427e+04  6.2801e+00  8.3551e-02  
1.0444e+04  6.1320e+00  8.2280e-02  
1.0462e+04  5.9444e+00  8.0557e-02  
1.0480e+04  5.6654e+00  7.9890e-02  
1.0498e+04  5.6550e+00  7.8741e-02  
1.0515e+04  5.4889e+00  7.7516e-02  
1.0533e+04  5.3914e+00  7.7306e-02  
1.0551e+04  5.3010e+00  7.6407e-02  
1.0569e+04  5.1223e+00  7.5997e-02  
1.0587e+04  4.7465e+00  7.4208e-02  
1.0605e+04  4.7348e+00  7.3528e-02  
1.0623e+04  4.7783e+00  7.3586e-02  
1.0641e+04  4.6169e+00  7.3121e-02  
1.0657e+04  4.3308e+00  8.7251e-02  
1.0669e+04  4.4355e+00  8.8290e-02  
1.0681e+04  4.6487e+00  8.8619e-02  
1.0693e+04  4.5734e+00  8.9883e-02  
1.0705e+04  4.8554e+00  9.0219e-02  
1.0717e+04  5.0170e+00  9.2170e-02  
1.0730e+04  5.7338e+00  9.7093e-02  
1.0742e+04  6.2361e+00  1.0129e-01  
1.0754e+04  7.5761e+00  1.1331e-01  
1.0767e+04  9.5413e+00  1.3414e-01  
1.0779e+04  1.2796e+01  1.8288e-01  
1.0791e+04  1.7414e+01  2.9629e-01  
1.0816e+04  3.3060e+01  1.4001e+00  
1.0844e+04  2.8086e+01  7.6052e-01  
1.0863e+04  3.1274e+01  1.1249e+00  
1.0881e+04  3.4871e+01  2.4018e+00  
1.0900e+04  2.8173e+01  7.9105e-01  
1.0919e+04  2.8538e+01  8.4249e-01  
1.0938e+04  2.4749e+01  5.4637e-01  
1.0957e+04  2.1355e+01  3.6416e-01  
1.0976e+04  1.8893e+01  2.8081e-01  
1.0995e+04  1.7117e+01  2.3032e-01  
1.1014e+04  1.5044e+01  1.8753e-01  
1.1033e+04  1.4409e+01  1.7543e-01  
1.1052e+04  1.3130e+01  1.5518e-01  
1.1072e+04  1.2592e+01  1.4602e-01  
1.1091e+04  1.1595e+01  1.3214e-01  
1.1110e+04  1.1114e+01  1.2636e-01  
1.1130e+04  1.0710e+01  1.2109e-01  
1.1149e+04  1.0143e+01  1.1556e-01  
1.1169e+04  1.0028e+01  1.1380e-01  
1.1188e+04  9.7373e+00  1.1044e-01  
1.1208e+04  9.5643e+00  1.0914e-01  
1.1228e+04  9.0440e+00  1.0363e-01  
1.1247e+04  8.8534e+00  1.0224e-01  
1.1267e+04  8.9453e+00  1.0187e-01  
1.1287e+04  8.3871e+00  9.8057e-02  
1.1307e+04  8.4192e+00  9.7341e-02  
1.1327e+04  7.8780e+00  9.4156e-02  
1.1347e+04  7.9786e+00  9.4291e-02  
1.1367e+04  7.7088e+00  9.2666e-02  
1.1387e+04  7.8183e+00  9.2903e-02  
1.1407e+04  7.4379e+00  8.9108e-02  
1.1427e+04  7.4360e+00  8.8793e-02  
1.1447e+04  7.4173e+00  8.8783e-02  
1.1468e+04  7.2360e+00  8.7787e-02  
1.1488e+04  7.0180e+00  8.7252e-02  
1.1508e+04  6.9136e+00  8.6354e-02  
1.1529e+04  6.8773e+00  8.5869e-02  
1.1549e+04  6.7729e+00  8.5047e-02  
1.1570e+04  6.6797e+00  8.4643e-02  
1.1590e+04  6.6597e+00  8.3980e-02  
1.1611e+04  6.5716e+00  8.3384e-02  
1.1632e+04  6.3944e+00  8.3186e-02  
1.1653e+04  6.4426e+00  8.2642e-02  
1.1673e+04  6.2616e+00  8.1916e-02  
1.1694e+04  6.3660e+00  8.1569e-02  
1.1715e+04  6.1419e+00  8.0297e-02  
1.1736e+04  5.9938e+00  7.9660e-02  
1.1757e+04  5.9048e+00  7.9440e-02  
1.1778e+04  5.7515e+00  7.8402e-02  
1.1800e+04  5.8510e+00  7.9051e-02  
1.1821e+04  5.6948e+00  7.7746e-02  
1.1842e+04  5.6837e+00  7.7226e-02  
1.1864e+04  5.7198e+00  7.7747e-02  
1.1885e+04  5.5086e+00  7.6184e-02  
1.1906e+04  5.3662e+00  7.6184e-02  
1.1928e+04  5.4379e+00  7.6362e-02  
1.1950e+04  5.3066e+00  7.5456e-02  
1.1971e+04  5.2900e+00  7.5569e-02  
1.1993e+04  5.2154e+00  7.4811e-02  
1.2015e+04  5.1135e+00  7.3911e-02  
1.2036e+04  4.9957e+00  7.3519e-02  
1.2058e+04  4.9037e+00  7.2739e-02  
1.2080e+04  4.7835e+00  7.2918e-02  
1.2102e+04  4.7215e+00  7.2176e-02  
1.2114e+04  4.6601e+00  2.4693e-01  
1.2116e+04  4.6215e+00  2.4773e-01  
1.2118e+04  4.4202e+00  2.5024e-01  
1.2120e+04  4.7254e+00  2.4707e-01  
1.2122e+04  5.0015e+00  2.5342e-01  
1.2123e+04  4.6819e+00  2.4698e-01  
1.2125e+04  4.4970e+00  2.5149e-01  
1.2127e+04  5.2694e+00  2.5491e-01  
1.2129e+04  5.7258e+00  2.6518e-01  
1.2131e+04  5.4802e+00  2.6346e-01  
1.2133e+04  6.2194e+00  2.8450e-01  
1.2134e+04  6.8977e+00  2.9608e-01  
1.2136e+04  7.0776e+00  2.9571e-01  
1.2138e+04  7.9329e+00  3.2664e-01  
1.2140e+04  7.9631e+00  3.1888e-01  
1.2142e+04  7.2413e+00  3.0229e-01  
1.2144e+04  6.2588e+00  2.8499e-01  
1.2145e+04  6.3126e+00  2.7839e-01  
1.2147e+04  5.8137e+00  2.6798e-01  
1.2149e+04  5.5124e+00  2.6880e-01  
1.2151e+04  5.1193e+00  2.5507e-01  
1.2153e+04  4.8863e+00  2.5082e-01  
1.2155e+04  5.0265e+00  2.5425e-01  
1.2157e+04  5.5078e+00  2.6884e-01  
1.2158e+04  4.8781e+00  2.4793e-01  
1.2160e+04  4.3100e+00  2.5028e-01  
1.2162e+04  4.8984e+00  2.5668e-01  
1.2164e+04  5.3095e+00  2.5219e-01  
1.2166e+04  5.4348e+00  2.6086e-01  
1.2168e+04  5.0380e+00  2.5156e-01  
1.2170e+04  4.7920e+00  2.5238e-01  
1.2171e+04  3.9684e+00  2.4904e-01  
1.2173e+04  4.8617e+00  2.5331e-01  
1.2175e+04  4.6406e+00  2.4546e-01  
1.2177e+04  4.8417e+00  2.4897e-01  
1.2179e+04  4.4618e+00  2.4749e-01  
1.2191e+04  4.5732e+00  7.1492e-02  
1.2213e+04  4.3950e+00  7.0574e-02  
1.2235e+04  4.5124e+00  7.0711e-02  
1.2258e+04  4.3645e+00  7.0014e-02  
1.2280e+04  4.0948e+00  6.8622e-02  
1.2303e+04  4.0607e+00  6.8546e-02  
1.2326e+04  3.8422e+00  6.7660e-02  
1.2348e+04  3.8141e+00  6.9033e-02  
1.2371e+04  3.6246e+00  6.8648e-02  
1.2394e+04  3.4834e+00  6.5847e-02  
1.2417e+04  3.1991e+00  6.4606e-02  
1.2440e+04  3.1569e+00  6.3530e-02  
1.2463e+04  2.8536e+00  6.1346e-02  
1.2477e+04  2.6530e+00  1.2106e-01  
1.2483e+04  2.5318e+00  1.2144e-01  
1.2488e+04  2.4682e+00  1.2007e-01  
1.2494e+04  2.3133e+00  1.2064e-01  
1.2500e+04  2.6744e+00  1.2327e-01  
1.2506e+04  2.8407e+00  1.2469e-01  
1.2512e+04  3.9879e+00  1.3553e-01  
1.2517e+04  5.8939e+00  1.5772e-01  
1.2523e+04  1.0802e+01  2.4338e-01  
1.2529e+04  1.9014e+01  5.5948e-01  
1.2535e+04  2.1405e+01  7.1187e-01  
1.2541e+04  2.0480e+01  6.3098e-01  
1.2546e+04  1.5803e+01  3.8688e-01  
1.2552e+04  1.3129e+01  3.0085e-01  
1.2558e+04  9.6678e+00  2.1928e-01  
1.2564e+04  8.7398e+00  2.0043e-01  
1.2570e+04  7.4536e+00  1.7782e-01  
1.2576e+04  6.9522e+00  1.4778e-01  
1.2584e+04  6.0499e+00  1.3629e-01  
1.2592e+04  5.6668e+00  1.3386e-01  
1.2600e+04  5.4065e+00  1.3079e-01  
1.2608e+04  4.8437e+00  1.2680e-01  
1.2615e+04  5.0907e+00  1.2545e-01  
1.2623e+04  4.5245e+00  1.2166e-01  
1.2631e+04  4.2593e+00  1.1927e-01  
1.2647e+04  4.1067e+00  6.8560e-02  
1.2670e+04  3.8148e+00  6.7423e-02  
1.2694e+04  3.5640e+00  6.5962e-02  
1.2718e+04  3.3117e+00  6.4963e-02  
1.2741e+04  3.1443e+00  6.4002e-02  
1.2765e+04  3.0242e+00  6.3437e-02  
1.2789e+04  2.6702e+00  6.2063e-02  
1.2813e+04  2.4495e+00  6.1352e-02  
1.2837e+04  2.3526e+00  6.0904e-02  
1.2850e+04  2.1613e+00  2.1161e-01  
1.2852e+04  2.2897e+00  2.1164e-01  
1.2854e+04  2.2657e+00  2.1213e-01  
1.2856e+04  1.9258e+00  2.0893e-01  
1.2858e+04  2.4328e+00  2.0611e-01  
1.2860e+04  2.4532e+00  2.1013e-01  
1.2862e+04  2.3894e+00  2.0933e-01  
1.2864e+04  2.2588e+00  2.1076e-01  
1.2866e+04  2.0422e+00  2.1085e-01  
1.2868e+04  2.1734e+00  2.1009e-01  
1.2870e+04  2.0661e+00  2.1287e-01  
1.2872e+04  2.5112e+00  2.1241e-01  
1.2874e+04  2.3252e+00  2.1229e-01  
1.2876e+04  2.9216e+00  2.1468e-01  
1.2878e+04  2.6154e+00  2.1988e-01  
1.2880e+04  3.0426e+00  2.2817e-01  
1.2882e+04  3.5276e+00  2.2850e-01  
1.2884e+04  4.1756e+00  2.4052e-01  
1.2886e+04  4.5644e+00  2.4586e-01  
1.2888e+04  4.4692e+00  2.4465e-01  
1.2890e+04  4.2632e+00  2.4718e-01  
1.2892e+04  3.6238e+00  2.3760e-01  
1.2894e+04  3.0871e+00  2.2487e-01  
1.2896e+04  2.3762e+00  2.1809e-01  
1.2899e+04  2.2473e+00  2.1422e-01  
1.2901e+04  2.0421e+00  2.1065e-01  
1.2903e+04  1.7809e+00  2.0654e-01  
1.2905e+04  1.9731e+00  2.1328e-01  
1.2907e+04  1.6378e+00  2.0773e-01  
1.2909e+04  2.0058e+00  2.1011e-01  
1.2914e+04  1.6732e+00  1.0490e-01  
1.2922e+04  1.6978e+00  1.0421e-01  
1.2930e+04  1.8359e+00  1.0335e-01  
1.2935e+04  1.9202e+00  2.0428e-01  
1.2937e+04  1.6519e+00  2.1323e-01  
1.2939e+04  2.0425e+00  2.0908e-01  
1.2941e+04  1.6374e+00  2.0854e-01  
1.2943e+04  2.0035e+00  2.0880e-01  
1.2945e+04  2.3241e+00  2.1288e-01  
1.2947e+04  2.5444e+00  2.1644e-01  
1.2949e+04  2.5555e+00  2.1877e-01  
1.2951e+04  2.6093e+00  2.1409e-01  
1.2953e+04  2.1835e+00  2.1032e-01  
1.2955e+04  2.2463e+00  2.0840e-01  
1.2957e+04  1.7113e+00  2.0810e-01  
1.2959e+04  1.7713e+00  2.0585e-01  
1.2961e+04  1.5358e+00  2.0460e-01  
1.2965e+04  1.4674e+00  1.1678e-01  
1.2972e+04  1.4890e+00  1.1701e-01  
1.2978e+04  1.4128e+00  1.1752e-01  
1.2984e+04  1.6556e+00  1.1592e-01  
1.2990e+04  1.7342e+00  1.1623e-01  
1.2996e+04  1.7686e+00  1.1812e-01  
1.3002e+04  1.5078e+00  1.1903e-01  
1.3008e+04  1.9291e+00  1.1935e-01  
1.3014e+04  1.7912e+00  1.2013e-01  
1.3021e+04  2.0341e+00  1.2119e-01  
1.3027e+04  2.2134e+00  1.2174e-01  
1.3033e+04  2.5607e+00  1.2406e-01  
1.3039e+04  3.0743e+00  1.2752e-01  
1.3045e+04  3.7950e+00  1.3386e-01  
1.3051e+04  4.3093e+00  1.3919e-01  
1.3058e+04  5.1810e+00  1.4734e-01  
1.3064e+04  5.5269e+00  1.5298e-01  
1.3070e+04  6.6174e+00  1.6416e-01  
1.3076e+04  7.9434e+00  1.8715e-01  
1.3082e+04  9.7254e+00  2.1850e-01  
1.3088e+04  1.2007e+01  2.6879e-01  
1.3095e+04  1.3939e+01  3.2041e-01  
1.3101e+04  1.7428e+01  4.6763e-01  
1.3150e+04  3.9117e+01  3.2303e+00  
1.3216e+04  3.8986e+01  3.7674e+00  
1.3258e+04  2.8575e+01  6.4543e-01  
1.3301e+04  3.6250e+01  2.8273e+00  
1.3331e+04  3.0026e+01  1.1646e+00  
1.3350e+04  2.1973e+01  4.3332e-01  
1.3370e+04  2.1407e+01  4.1041e-01  
1.3389e+04  1.8307e+01  2.9527e-01  
1.3408e+04  1.6916e+01  2.5345e-01  
1.3427e+04  1.5617e+01  2.2274e-01  
1.3447e+04  1.4538e+01  1.9722e-01  
1.3466e+04  1.3461e+01  1.8081e-01  
1.3485e+04  1.2424e+01  1.6196e-01  
1.3505e+04  1.1869e+01  1.5312e-01  
1.3524e+04  1.1153e+01  1.4356e-01  
1.3544e+04  1.0661e+01  1.3589e-01  
1.3563e+04  1.0283e+01  1.3164e-01  
1.3583e+04  9.6676e+00  1.2448e-01  
1.3596e+04  9.2784e+00  2.0772e-01  
1.3603e+04  9.3087e+00  2.0855e-01  
1.3609e+04  9.2578e+00  2.0449e-01  
1.3616e+04  9.4841e+00  2.1209e-01  
1.3622e+04  9.0338e+00  2.0087e-01  
1.3629e+04  9.5534e+00  2.1292e-01  
1.3636e+04  9.1782e+00  2.0291e-01  
1.3642e+04  9.0754e+00  2.0222e-01  
1.3649e+04  8.9821e+00  2.0237e-01  
1.3655e+04  9.0843e+00  2.0360e-01  
1.3662e+04  1.0457e+01  2.3059e-01  
1.3669e+04  1.1377e+01  2.5180e-01  
1.3675e+04  1.4636e+01  3.5202e-01  
1.3682e+04  1.7184e+01  4.4218e-01  
1.3688e+04  2.0172e+01  6.1494e-01  
1.3695e+04  2.6444e+01  1.2014e+00  
1.3702e+04  3.3772e+01  5.0639e+00  
1.3708e+04  3.0707e+01  1.9180e+00  
1.3715e+04  2.7468e+01  1.2919e+00  
1.3722e+04  2.7010e+01  1.2839e+00  
1.3728e+04  2.1921e+01  7.3695e-01  
1.3735e+04  2.1421e+01  7.0340e-01  
1.3742e+04  1.8744e+01  5.3777e-01  
1.3748e+04  1.6648e+01  4.2330e-01  
1.3755e+04  1.6338e+01  4.1441e-01  
1.3762e+04  1.4546e+01  3.4537e-01  
1.3768e+04  1.3705e+01  3.1476e-01  
1.3775e+04  1.2479e+01  2.8079e-01  
1.3786e+04  1.1859e+01  1.7279e-01  
1.3802e+04  1.1170e+01  1.5981e-01  
1.3817e+04  1.0188e+01  1.4686e-01  
1.3833e+04  9.8367e+00  1.4086e-01  
1.3849e+04  9.3828e+00  1.3573e-01  
1.3865e+04  9.2213e+00  1.3553e-01  
1.3880e+04  8.7489e+00  1.2945e-01  
1.3896e+04  8.4728e+00  1.2527e-01  
1.3912e+04  8.2749e+00  1.2358e-01  
1.3928e+04  8.3157e+00  1.2394e-01  
1.3944e+04  7.8389e+00  1.1881e-01  
1.3960e+04  7.7678e+00  1.1775e-01  
1.3975e+04  7.5330e+00  1.1487e-01  
1.3991e+04  7.3146e+00  1.1296e-01  
1.4001e+04  7.2336e+00  2.9685e-01  
1.4003e+04  7.3845e+00  3.0065e-01  
1.4005e+04  7.2604e+00  2.9386e-01  
1.4007e+04  7.1607e+00  3.0172e-01  
1.4010e+04  7.1762e+00  2.9307e-01  
1.4012e+04  7.5485e+00  3.0205e-01  
1.4014e+04  7.1328e+00  2.9568e-01  
1.4017e+04  7.0916e+00  2.9321e-01  
1.4019e+04  7.3140e+00  2.9443e-01  
1.4021e+04  6.6417e+00  2.8404e-01  
1.4023e+04  6.7276e+00  2.8880e-01  
1.4026e+04  6.2868e+00  2.7930e-01  
1.4028e+04  7.0391e+00  2.9404e-01  
1.4030e+04  7.2049e+00  2.9288e-01  
1.4033e+04  7.4243e+00  2.9941e-01  
1.4035e+04  6.8262e+00  2.9332e-01  
1.4037e+04  7.6141e+00  3.0112e-01  
1.4039e+04  7.3766e+00  3.0222e-01  
1.4042e+04  7.9180e+00  3.1195e-01  
1.4044e+04  7.9431e+00  3.1235e-01  
1.4046e+04  8.5598e+00  3.3462e-01  
