#EN          DATA        DATA-ERR    
#EV          B           B           
4.2450e+04  1.3683e+01  2.7645e-01  
4.2486e+04  1.5704e+01  3.4369e-01  
4.2522e+04  2.0480e+01  5.6266e-01  
4.2559e+04  2.1782e+01  6.5554e-01  
4.2595e+04  2.1491e+01  6.1973e-01  
4.2631e+04  2.0267e+01  5.4796e-01  
4.2668e+04  1.8520e+01  4.5516e-01  
4.2704e+04  1.6108e+01  3.5426e-01  
4.2741e+04  1.4733e+01  3.0414e-01  
4.2777e+04  1.3148e+01  2.5803e-01  
4.2814e+04  1.2171e+01  2.3815e-01  
4.2851e+04  1.1116e+01  2.1202e-01  
4.2887e+04  1.0478e+01  2.0245e-01  
4.2924e+04  9.7524e+00  1.8924e-01  
4.2961e+04  9.5051e+00  1.8378e-01  
4.2992e+04  9.1443e+00  2.1667e-01  
4.3016e+04  9.2058e+00  2.2140e-01  
4.3041e+04  9.5270e+00  2.2606e-01  
4.3066e+04  9.9774e+00  2.3901e-01  
4.3090e+04  1.1022e+01  2.5903e-01  
4.3115e+04  1.2606e+01  2.9647e-01  
4.3140e+04  1.3688e+01  3.3381e-01  
4.3164e+04  1.3362e+01  3.2542e-01  
4.3189e+04  1.3590e+01  3.2486e-01  
4.3214e+04  1.2011e+01  2.8423e-01  
4.3239e+04  1.1306e+01  2.6856e-01  
4.3263e+04  1.0622e+01  2.4525e-01  
4.3288e+04  9.9167e+00  2.3274e-01  
4.3313e+04  9.6528e+00  2.2759e-01  
4.3338e+04  9.3193e+00  2.2048e-01  
4.3375e+04  8.9307e+00  1.4902e-01  
4.3425e+04  8.3855e+00  1.4191e-01  
4.3475e+04  7.9900e+00  1.3763e-01  
4.3525e+04  7.6726e+00  1.3396e-01  
4.3575e+04  7.6483e+00  1.3278e-01  
4.3625e+04  7.4377e+00  1.2948e-01  
4.3676e+04  7.4257e+00  1.2836e-01  
4.3707e+04  7.0562e+00  2.5290e-01  
4.3720e+04  7.5798e+00  2.6257e-01  
4.3732e+04  7.2034e+00  2.5467e-01  
4.3745e+04  7.7587e+00  2.5829e-01  
4.3758e+04  8.3485e+00  2.8032e-01  
4.3770e+04  8.6035e+00  2.9289e-01  
4.3783e+04  8.5289e+00  2.8106e-01  
4.3796e+04  9.5188e+00  3.0834e-01  
4.3808e+04  1.0080e+01  3.2333e-01  
4.3821e+04  1.0820e+01  3.4941e-01  
4.3833e+04  1.0623e+01  3.3779e-01  
4.3846e+04  1.0387e+01  3.2899e-01  
4.3859e+04  9.0545e+00  3.0119e-01  
4.3871e+04  8.3995e+00  2.8434e-01  
4.3884e+04  8.3743e+00  2.8448e-01  
4.3897e+04  7.6850e+00  2.6366e-01  
4.3909e+04  8.0990e+00  2.7759e-01  
4.3922e+04  7.7190e+00  2.6212e-01  
4.3935e+04  7.3014e+00  2.5321e-01  
4.3948e+04  6.2994e+00  2.4293e-01  
4.3960e+04  5.9716e+00  2.2993e-01  
4.3973e+04  6.5267e+00  2.3879e-01  
4.3986e+04  5.6857e+00  2.3001e-01  
4.3998e+04  5.4822e+00  2.2202e-01  
4.4018e+04  5.6531e+00  1.6133e-01  
4.4037e+04  5.5285e+00  2.2484e-01  
4.4049e+04  5.8015e+00  2.2802e-01  
4.4062e+04  6.3494e+00  2.3282e-01  
4.4075e+04  7.2213e+00  2.5340e-01  
4.4088e+04  7.0615e+00  2.5003e-01  
4.4100e+04  6.6991e+00  2.4573e-01  
4.4113e+04  6.3502e+00  2.4041e-01  
4.4126e+04  6.1415e+00  2.3114e-01  
4.4139e+04  6.0391e+00  2.2548e-01  
4.4152e+04  5.4986e+00  2.2320e-01  
4.4164e+04  5.6179e+00  2.2405e-01  
4.4177e+04  5.5691e+00  2.1896e-01  
4.4190e+04  5.9700e+00  2.2832e-01  
4.4203e+04  6.5716e+00  2.4295e-01  
4.4216e+04  7.2448e+00  2.5357e-01  
4.4228e+04  8.4109e+00  2.7798e-01  
4.4241e+04  9.3259e+00  2.9781e-01  
4.4254e+04  8.9233e+00  2.9826e-01  
4.4267e+04  8.8503e+00  2.9813e-01  
4.4280e+04  8.3744e+00  2.8109e-01  
4.4293e+04  7.6743e+00  2.5913e-01  
4.4305e+04  7.3945e+00  2.5270e-01  
4.4318e+04  6.9757e+00  2.4406e-01  
4.4338e+04  6.5249e+00  1.6824e-01  
4.4363e+04  6.3446e+00  1.6648e-01  
4.4389e+04  6.0606e+00  1.6347e-01  
4.4415e+04  6.0155e+00  1.6377e-01  
4.4454e+04  5.6106e+00  1.1176e-01  
4.4505e+04  5.3136e+00  1.0870e-01  
4.4557e+04  5.1139e+00  1.0612e-01  
4.4590e+04  4.9066e+00  2.0648e-01  
4.4603e+04  5.4092e+00  2.1515e-01  
4.4616e+04  5.2237e+00  2.0951e-01  
4.4629e+04  4.8257e+00  2.1124e-01  
4.4642e+04  4.3787e+00  2.0226e-01  
4.4655e+04  5.1043e+00  2.0855e-01  
4.4668e+04  4.8827e+00  2.0936e-01  
4.4681e+04  4.7793e+00  2.0880e-01  
4.4694e+04  5.4005e+00  2.1942e-01  
4.4707e+04  5.9642e+00  2.2291e-01  
4.4720e+04  7.1603e+00  2.4754e-01  
4.4733e+04  7.0874e+00  2.5134e-01  
4.4746e+04  7.4963e+00  2.5515e-01  
4.4759e+04  8.3699e+00  2.7825e-01  
4.4772e+04  9.4207e+00  3.0783e-01  
4.4785e+04  1.1345e+01  3.6750e-01  
4.4798e+04  1.3197e+01  4.3113e-01  
4.4811e+04  1.4018e+01  4.8415e-01  
4.4824e+04  1.4164e+01  4.7411e-01  
4.4837e+04  1.3487e+01  4.5050e-01  
4.4850e+04  1.1272e+01  3.6780e-01  
4.4864e+04  1.0691e+01  3.4176e-01  
4.4877e+04  9.7054e+00  3.1673e-01  
4.4890e+04  9.5831e+00  3.0648e-01  
4.4903e+04  8.6527e+00  2.8268e-01  
4.4916e+04  8.6943e+00  2.8203e-01  
4.4929e+04  7.7562e+00  2.6131e-01  
4.4942e+04  7.6190e+00  2.6110e-01  
4.4955e+04  7.3782e+00  2.5894e-01  
4.4969e+04  7.4481e+00  2.5542e-01  
4.4982e+04  6.7679e+00  2.4559e-01  
4.4995e+04  7.1899e+00  2.5072e-01  
4.5008e+04  6.5991e+00  2.3837e-01  
4.5021e+04  7.0232e+00  2.4725e-01  
4.5034e+04  7.7360e+00  2.5881e-01  
4.5047e+04  7.3385e+00  2.5042e-01  
4.5061e+04  6.7560e+00  2.4593e-01  
4.5074e+04  6.9856e+00  2.4506e-01  
4.5087e+04  6.1598e+00  2.2811e-01  
4.5100e+04  6.0915e+00  2.2855e-01  
4.5113e+04  6.0097e+00  2.3158e-01  
4.5127e+04  6.1696e+00  2.3012e-01  
4.5140e+04  6.4846e+00  2.4152e-01  
4.5153e+04  6.5823e+00  2.3968e-01  
4.5166e+04  7.1229e+00  2.4531e-01  
4.5180e+04  7.5055e+00  2.5725e-01  
4.5193e+04  7.3364e+00  2.5425e-01  
4.5206e+04  6.9698e+00  2.4568e-01  
4.5219e+04  6.4730e+00  2.3565e-01  
4.5233e+04  6.3788e+00  2.3763e-01  
4.5246e+04  5.8461e+00  2.2615e-01  
4.5259e+04  6.0417e+00  2.2353e-01  
4.5292e+04  6.1608e+00  1.1556e-01  
4.5346e+04  5.9996e+00  1.1176e-01  
4.5399e+04  5.7418e+00  1.1075e-01  
4.5452e+04  5.5933e+00  1.1118e-01  
4.5486e+04  5.5599e+00  2.1610e-01  
4.5499e+04  5.3165e+00  2.1558e-01  
4.5512e+04  5.1750e+00  2.1461e-01  
4.5526e+04  5.6145e+00  2.2040e-01  
4.5539e+04  5.9861e+00  2.2601e-01  
4.5553e+04  6.1057e+00  2.2544e-01  
4.5566e+04  6.1478e+00  2.3025e-01  
4.5579e+04  6.9270e+00  2.4128e-01  
4.5593e+04  6.5109e+00  2.3518e-01  
4.5606e+04  6.2413e+00  2.2882e-01  
4.5620e+04  5.4357e+00  2.1932e-01  
4.5633e+04  5.6568e+00  2.1923e-01  
4.5647e+04  5.3660e+00  2.2085e-01  
4.5660e+04  5.5182e+00  2.1704e-01  
4.5674e+04  5.2183e+00  2.1303e-01  
4.5687e+04  5.2684e+00  2.1083e-01  
4.5700e+04  5.6035e+00  2.1301e-01  
4.5714e+04  4.9285e+00  2.0517e-01  
4.5727e+04  4.6746e+00  2.0491e-01  
4.5741e+04  5.4570e+00  2.1381e-01  
4.5754e+04  4.7822e+00  2.0619e-01  
4.5768e+04  5.1346e+00  2.1488e-01  
4.5781e+04  5.6701e+00  2.2164e-01  
4.5795e+04  5.6198e+00  2.2072e-01  
4.5808e+04  6.3152e+00  2.2940e-01  
4.5822e+04  6.6288e+00  2.4084e-01  
4.5835e+04  7.1388e+00  2.5246e-01  
4.5849e+04  8.1672e+00  2.7223e-01  
4.5863e+04  8.5063e+00  2.7879e-01  
4.5876e+04  9.2318e+00  2.9997e-01  
4.5890e+04  7.4587e+00  2.5658e-01  
4.5903e+04  7.7728e+00  2.5893e-01  
4.5917e+04  6.9968e+00  2.4315e-01  
4.5930e+04  6.5256e+00  2.3622e-01  
4.5944e+04  5.9519e+00  2.2621e-01  
4.5957e+04  5.8548e+00  2.2804e-01  
4.5971e+04  5.5348e+00  2.1985e-01  
4.5985e+04  5.6520e+00  2.2322e-01  
4.5998e+04  5.2732e+00  2.1358e-01  
4.6012e+04  5.3463e+00  2.1389e-01  
4.6025e+04  5.7837e+00  2.2197e-01  
4.6039e+04  5.7293e+00  2.2289e-01  
4.6053e+04  5.3597e+00  2.0959e-01  
4.6066e+04  5.2278e+00  2.1534e-01  
4.6087e+04  5.2095e+00  1.4999e-01  
4.6114e+04  5.2708e+00  1.5243e-01  
4.6141e+04  5.5120e+00  1.5226e-01  
4.6169e+04  5.4055e+00  1.5084e-01  
4.6196e+04  5.2871e+00  1.4922e-01  
4.6223e+04  5.0347e+00  1.4754e-01  
4.6271e+04  5.0405e+00  9.3784e-02  
4.6340e+04  5.0641e+00  9.2455e-02  
4.6409e+04  4.8331e+00  9.2090e-02  
4.6478e+04  4.7576e+00  9.0844e-02  
4.6519e+04  4.6857e+00  2.0077e-01  
4.6533e+04  4.6247e+00  1.9689e-01  
4.6547e+04  4.4361e+00  2.0584e-01  
4.6561e+04  4.2152e+00  1.9851e-01  
4.6575e+04  4.9604e+00  2.0748e-01  
4.6589e+04  4.8640e+00  2.0859e-01  
4.6603e+04  5.7611e+00  2.1769e-01  
4.6616e+04  5.4014e+00  2.1339e-01  
4.6630e+04  5.6707e+00  2.1357e-01  
4.6644e+04  5.1693e+00  2.1061e-01  
4.6658e+04  4.8812e+00  2.0919e-01  
4.6672e+04  4.6209e+00  2.0667e-01  
4.6686e+04  4.6389e+00  2.0305e-01  
4.6700e+04  4.5617e+00  2.0282e-01  
4.6714e+04  4.6296e+00  2.0606e-01  
4.6728e+04  4.9218e+00  2.0848e-01  
4.6742e+04  5.3602e+00  2.1746e-01  
4.6756e+04  5.4735e+00  2.2174e-01  
4.6770e+04  6.3778e+00  2.3204e-01  
4.6783e+04  6.6281e+00  2.3635e-01  
4.6797e+04  6.1775e+00  2.2621e-01  
4.6811e+04  5.9570e+00  2.2802e-01  
4.6825e+04  5.8109e+00  2.1949e-01  
4.6839e+04  5.2885e+00  2.1258e-01  
4.6860e+04  5.1581e+00  1.4831e-01  
4.6888e+04  4.8880e+00  1.4642e-01  
4.6909e+04  4.7813e+00  2.0484e-01  
4.6923e+04  4.7495e+00  2.0385e-01  
4.6937e+04  5.0558e+00  2.0556e-01  
4.6951e+04  4.8258e+00  2.0058e-01  
4.6965e+04  4.8195e+00  2.0581e-01  
4.6979e+04  4.4378e+00  2.0129e-01  
4.6993e+04  4.7464e+00  2.0087e-01  
4.7007e+04  4.3297e+00  2.0336e-01  
4.7022e+04  4.1842e+00  1.9899e-01  
4.7036e+04  4.5993e+00  2.0139e-01  
4.7050e+04  4.9647e+00  2.0861e-01  
4.7064e+04  4.3146e+00  2.0069e-01  
4.7078e+04  4.3331e+00  2.0031e-01  
4.7092e+04  4.1627e+00  1.9623e-01  
4.7106e+04  4.5552e+00  2.0007e-01  
4.7120e+04  4.8026e+00  2.0389e-01  
4.7134e+04  5.1010e+00  2.0753e-01  
4.7148e+04  4.9641e+00  2.0847e-01  
4.7162e+04  5.2007e+00  2.1131e-01  
4.7177e+04  4.1894e+00  1.9592e-01  
4.7191e+04  4.4109e+00  1.9913e-01  
4.7205e+04  4.3924e+00  1.9988e-01  
4.7226e+04  4.3844e+00  1.3971e-01  
4.7254e+04  4.2464e+00  1.4117e-01  
4.7276e+04  4.3443e+00  2.0668e-01  
4.7290e+04  4.3217e+00  2.0698e-01  
4.7304e+04  3.8764e+00  2.0122e-01  
4.7318e+04  4.0298e+00  2.0149e-01  
4.7332e+04  3.7913e+00  1.9469e-01  
4.7347e+04  3.6179e+00  1.9421e-01  
4.7361e+04  3.9033e+00  1.9416e-01  
4.7375e+04  4.0747e+00  1.9969e-01  
4.7389e+04  4.6967e+00  2.1068e-01  
4.7403e+04  5.2478e+00  2.2443e-01  
4.7418e+04  6.2325e+00  2.3407e-01  
4.7432e+04  6.6078e+00  2.5186e-01  
4.7446e+04  6.3138e+00  2.5104e-01  
4.7460e+04  6.2300e+00  2.4917e-01  
4.7475e+04  4.6101e+00  2.2652e-01  
4.7489e+04  4.2595e+00  2.2323e-01  
4.7503e+04  4.5543e+00  2.2446e-01  
4.7517e+04  4.6534e+00  2.2563e-01  
4.7532e+04  5.0072e+00  2.2328e-01  
4.7546e+04  5.1571e+00  2.2752e-01  
4.7560e+04  5.5186e+00  2.2861e-01  
4.7575e+04  6.3231e+00  2.4090e-01  
4.7589e+04  6.9696e+00  2.4930e-01  
4.7603e+04  7.3309e+00  2.5288e-01  
4.7618e+04  6.4422e+00  2.3318e-01  
4.7632e+04  5.9090e+00  2.2498e-01  
4.7646e+04  5.6021e+00  2.1752e-01  
4.7661e+04  5.4165e+00  2.1623e-01  
4.7675e+04  4.9993e+00  2.1270e-01  
4.7689e+04  5.1916e+00  2.0939e-01  
4.7704e+04  4.9564e+00  2.1223e-01  
4.7718e+04  5.2190e+00  2.0996e-01  
4.7732e+04  5.8394e+00  2.1824e-01  
4.7747e+04  6.0348e+00  2.2114e-01  
4.7761e+04  7.1985e+00  2.4601e-01  
4.7776e+04  7.8026e+00  2.6421e-01  
4.7790e+04  9.2392e+00  2.9447e-01  
4.7804e+04  9.9863e+00  3.1773e-01  
4.7819e+04  8.8840e+00  2.9035e-01  
4.7833e+04  8.8135e+00  2.7533e-01  
4.7848e+04  7.4928e+00  2.5805e-01  
4.7862e+04  6.8281e+00  2.4141e-01  
4.7877e+04  6.1931e+00  2.2629e-01  
4.7891e+04  6.3166e+00  2.2714e-01  
4.7905e+04  5.5614e+00  2.1658e-01  
4.7920e+04  5.8074e+00  2.1790e-01  
4.7934e+04  5.4487e+00  2.1649e-01  
4.7949e+04  5.3814e+00  2.1302e-01  
4.7963e+04  5.2283e+00  2.1311e-01  
4.7978e+04  5.6079e+00  2.1763e-01  
4.8000e+04  4.9070e+00  1.4742e-01  
4.8029e+04  4.8201e+00  1.4556e-01  
4.8058e+04  4.7159e+00  1.4361e-01  
4.8087e+04  4.7366e+00  1.4427e-01  
4.8108e+04  4.9378e+00  2.0093e-01  
4.8123e+04  4.9075e+00  2.0611e-01  
4.8138e+04  5.1754e+00  2.1159e-01  
4.8152e+04  5.4113e+00  2.1540e-01  
4.8167e+04  5.1543e+00  2.1006e-01  
4.8181e+04  5.8856e+00  2.2114e-01  
4.8196e+04  5.7239e+00  2.1669e-01  
4.8210e+04  5.6665e+00  2.1706e-01  
4.8225e+04  5.2853e+00  2.0902e-01  
4.8240e+04  5.6937e+00  2.1553e-01  
4.8254e+04  5.7487e+00  2.1534e-01  
4.8269e+04  5.5730e+00  2.1906e-01  
4.8284e+04  5.5388e+00  2.1055e-01  
4.8298e+04  5.1235e+00  2.1011e-01  
4.8313e+04  4.4469e+00  2.0638e-01  
4.8327e+04  4.6905e+00  2.0081e-01  
4.8342e+04  4.5426e+00  2.0567e-01  
4.8357e+04  4.5570e+00  2.0111e-01  
4.8371e+04  4.6073e+00  2.0670e-01  
4.8386e+04  4.9271e+00  2.0295e-01  
4.8401e+04  4.8012e+00  2.0262e-01  
4.8415e+04  4.2881e+00  1.9767e-01  
4.8430e+04  4.5084e+00  1.9621e-01  
4.8445e+04  4.2888e+00  1.9512e-01  
4.8460e+04  4.1233e+00  1.9364e-01  
4.8474e+04  4.1386e+00  1.9463e-01  
4.8511e+04  4.5106e+00  9.8736e-02  
4.8570e+04  4.3641e+00  9.8263e-02  
4.8607e+04  4.2288e+00  1.9265e-01  
4.8622e+04  4.5472e+00  2.0079e-01  
4.8637e+04  4.5120e+00  2.0117e-01  
4.8651e+04  5.0069e+00  2.0361e-01  
4.8666e+04  4.4633e+00  1.9927e-01  
4.8681e+04  4.7089e+00  1.9890e-01  
4.8696e+04  3.9667e+00  1.9391e-01  
4.8711e+04  4.4076e+00  1.9738e-01  
4.8725e+04  3.9716e+00  1.8987e-01  
4.8740e+04  3.8513e+00  1.8964e-01  
4.8755e+04  3.8343e+00  1.9119e-01  
4.8770e+04  4.2583e+00  1.9179e-01  
4.8785e+04  4.0513e+00  1.8960e-01  
4.8800e+04  3.7786e+00  1.9266e-01  
4.8814e+04  3.9963e+00  1.9468e-01  
4.8829e+04  3.9158e+00  1.8857e-01  
4.8844e+04  4.0839e+00  1.8958e-01  
4.8859e+04  4.2738e+00  1.9522e-01  
4.8874e+04  4.5466e+00  1.9467e-01  
4.8889e+04  4.1100e+00  1.9211e-01  
4.8904e+04  3.9036e+00  1.9038e-01  
4.8934e+04  3.8884e+00  1.0950e-01  
4.8978e+04  3.9203e+00  1.1094e-01  
4.9023e+04  3.9680e+00  1.1002e-01  
4.9053e+04  4.0999e+00  1.8856e-01  
4.9068e+04  4.0085e+00  1.8831e-01  
4.9083e+04  3.8864e+00  1.8981e-01  
4.9098e+04  3.5166e+00  1.8582e-01  
4.9113e+04  3.6834e+00  1.8797e-01  
4.9128e+04  3.8450e+00  1.8852e-01  
4.9143e+04  4.2155e+00  1.9043e-01  
4.9158e+04  3.9025e+00  1.9073e-01  
4.9173e+04  3.9233e+00  1.8727e-01  
4.9188e+04  3.4795e+00  1.8964e-01  
4.9203e+04  3.5030e+00  1.8641e-01  
4.9218e+04  4.0277e+00  1.8653e-01  
4.9234e+04  3.5412e+00  1.8706e-01  
4.9249e+04  3.6074e+00  1.8380e-01  
4.9264e+04  3.7302e+00  1.8735e-01  
4.9279e+04  3.5595e+00  1.8327e-01  
4.9294e+04  3.4042e+00  1.8462e-01  
4.9309e+04  3.4969e+00  1.8428e-01  
4.9324e+04  3.7567e+00  1.8775e-01  
4.9339e+04  3.6872e+00  1.8468e-01  
4.9354e+04  3.6700e+00  1.8705e-01  
4.9369e+04  4.0043e+00  1.8810e-01  
4.9384e+04  4.2563e+00  1.9363e-01  
4.9400e+04  4.2171e+00  1.9381e-01  
4.9415e+04  4.2470e+00  1.9404e-01  
4.9430e+04  3.5462e+00  1.8366e-01  
4.9445e+04  3.4451e+00  1.8699e-01  
4.9460e+04  3.7189e+00  1.8248e-01  
4.9475e+04  3.6862e+00  1.8545e-01  
4.9491e+04  3.7073e+00  1.8213e-01  
4.9506e+04  3.2678e+00  1.7930e-01  
4.9521e+04  3.3444e+00  1.8576e-01  
4.9544e+04  3.3201e+00  1.2858e-01  
4.9574e+04  3.2944e+00  1.2746e-01  
4.9605e+04  3.2682e+00  1.2773e-01  
4.9635e+04  3.2642e+00  1.2925e-01  
4.9658e+04  3.4312e+00  1.8033e-01  
4.9673e+04  2.9890e+00  1.7869e-01  
4.9688e+04  3.0295e+00  1.7949e-01  
4.9704e+04  3.0693e+00  1.8022e-01  
4.9719e+04  2.8719e+00  1.8090e-01  
4.9734e+04  3.1182e+00  1.7833e-01  
4.9750e+04  3.6949e+00  1.8590e-01  
4.9765e+04  3.3453e+00  1.8427e-01  
4.9780e+04  3.5609e+00  1.8616e-01  
4.9796e+04  3.7137e+00  1.8530e-01  
4.9811e+04  3.4409e+00  1.8560e-01  
4.9826e+04  3.6905e+00  1.8446e-01  
4.9842e+04  2.9478e+00  1.7967e-01  
4.9857e+04  2.8482e+00  1.7631e-01  
4.9872e+04  2.7747e+00  1.7377e-01  
4.9895e+04  2.7524e+00  1.2375e-01  
4.9926e+04  2.5126e+00  1.2307e-01  
4.9957e+04  2.5990e+00  1.2195e-01  
4.9988e+04  2.6573e+00  1.2278e-01  
5.0018e+04  2.7076e+00  1.2313e-01  
5.0049e+04  2.3926e+00  1.2105e-01  
5.0080e+04  2.1126e+00  1.1960e-01  
5.0111e+04  1.8117e+00  1.1673e-01  
5.0142e+04  1.8433e+00  1.1520e-01  
5.0165e+04  1.7537e+00  1.6438e-01  
5.0181e+04  1.8992e+00  1.6227e-01  
5.0196e+04  2.3232e+00  1.6895e-01  
5.0212e+04  2.3884e+00  1.7363e-01  
5.0227e+04  3.6802e+00  1.8357e-01  
5.0243e+04  5.0138e+00  2.0218e-01  
5.0258e+04  6.4482e+00  2.3055e-01  
5.0274e+04  9.8501e+00  3.0222e-01  
5.0289e+04  1.1951e+01  3.8019e-01  
5.0305e+04  1.5207e+01  5.2219e-01  
5.0321e+04  1.3360e+01  4.3920e-01  
5.0336e+04  1.2751e+01  4.0567e-01  
5.0352e+04  1.1938e+01  3.7796e-01  
5.0367e+04  1.1182e+01  3.4283e-01  
5.0383e+04  1.0327e+01  3.2854e-01  
5.0398e+04  1.1013e+01  3.4268e-01  
5.0414e+04  1.1853e+01  3.7165e-01  
5.0430e+04  1.2323e+01  3.9491e-01  
5.0445e+04  1.1424e+01  3.6292e-01  
5.0461e+04  1.1300e+01  3.5662e-01  
5.0477e+04  1.0152e+01  3.1578e-01  
5.0492e+04  9.4168e+00  2.9573e-01  
5.0508e+04  8.3824e+00  2.7245e-01  
5.0524e+04  7.4940e+00  2.5593e-01  
5.0547e+04  6.9468e+00  1.6877e-01  
5.0578e+04  6.3128e+00  1.5995e-01  
5.0610e+04  6.0191e+00  1.5574e-01  
5.0641e+04  5.5812e+00  1.5147e-01  
5.0673e+04  5.4462e+00  1.4805e-01  
5.0704e+04  5.0001e+00  1.4433e-01  
5.0736e+04  4.7999e+00  1.4341e-01  
5.0759e+04  4.8333e+00  1.9833e-01  
5.0775e+04  4.7435e+00  2.0096e-01  
5.0791e+04  4.9338e+00  2.0690e-01  
5.0807e+04  5.1050e+00  2.0601e-01  
5.0822e+04  4.9946e+00  2.0426e-01  
5.0838e+04  5.1573e+00  2.0796e-01  
5.0854e+04  5.1590e+00  2.0222e-01  
5.0870e+04  4.7204e+00  1.9862e-01  
5.0886e+04  4.2573e+00  1.9735e-01  
5.0901e+04  4.3025e+00  1.9122e-01  
5.0917e+04  4.0603e+00  1.8940e-01  
5.0933e+04  3.9971e+00  1.8835e-01  
5.0949e+04  4.1851e+00  1.8761e-01  
5.0965e+04  3.9568e+00  1.8766e-01  
5.1020e+04  4.0390e+00  7.7298e-02  
5.1116e+04  3.8592e+00  7.6670e-02  
5.1212e+04  3.5904e+00  7.5525e-02  
5.1308e+04  3.6337e+00  7.5172e-02  
5.1404e+04  3.5247e+00  7.4455e-02  
5.1500e+04  3.3229e+00  7.3853e-02  
5.1597e+04  3.3301e+00  7.3258e-02  
5.1694e+04  3.0304e+00  7.2848e-02  
5.1792e+04  2.9909e+00  7.2557e-02  
5.1889e+04  2.9977e+00  7.2055e-02  
5.1987e+04  2.8896e+00  7.1815e-02  
5.2085e+04  2.7587e+00  7.1287e-02  
5.2184e+04  2.8861e+00  7.1790e-02  
5.2283e+04  2.7248e+00  7.0532e-02  
5.2382e+04  2.4905e+00  6.9947e-02  
5.2481e+04  2.4351e+00  6.9699e-02  
5.2581e+04  2.3046e+00  6.9182e-02  
5.2639e+04  2.1045e+00  1.6810e-01  
5.2656e+04  2.2131e+00  1.6662e-01  
5.2672e+04  2.2721e+00  1.6633e-01  
5.2689e+04  2.4348e+00  1.6781e-01  
5.2706e+04  2.1264e+00  1.6716e-01  
5.2722e+04  1.8573e+00  1.6683e-01  
5.2739e+04  1.9071e+00  1.6798e-01  
5.2756e+04  1.9893e+00  1.6232e-01  
5.2772e+04  1.9943e+00  1.6627e-01  
5.2789e+04  2.2928e+00  1.6732e-01  
5.2806e+04  2.0215e+00  1.6520e-01  
5.2823e+04  2.0207e+00  1.6618e-01  
5.2839e+04  2.0415e+00  1.6688e-01  
5.2856e+04  2.2032e+00  1.6903e-01  
5.2873e+04  2.2707e+00  1.6991e-01  
5.2890e+04  2.4847e+00  1.6991e-01  
5.2906e+04  2.5560e+00  1.7044e-01  
5.2923e+04  3.3748e+00  1.7325e-01  
5.2940e+04  3.3103e+00  1.7629e-01  
5.2957e+04  3.2121e+00  1.7633e-01  
5.2973e+04  2.8697e+00  1.7343e-01  
5.2990e+04  2.1360e+00  1.6760e-01  
5.3007e+04  2.1765e+00  1.6592e-01  
5.3024e+04  1.6173e+00  1.6358e-01  
5.3041e+04  1.5940e+00  1.6162e-01  
5.3058e+04  2.0972e+00  1.6622e-01  
5.3074e+04  2.1038e+00  1.6794e-01  
5.3091e+04  2.6915e+00  1.7414e-01  
5.3108e+04  3.8239e+00  1.8516e-01  
5.3125e+04  5.1755e+00  2.0150e-01  
5.3142e+04  7.4176e+00  2.4720e-01  
5.3159e+04  8.6732e+00  2.7502e-01  
5.3176e+04  8.7660e+00  2.7781e-01  
5.3193e+04  7.4487e+00  2.4703e-01  
5.3210e+04  6.5072e+00  2.2118e-01  
5.3227e+04  5.0925e+00  2.0685e-01  
5.3243e+04  4.4689e+00  1.9602e-01  
5.3260e+04  4.1208e+00  1.9314e-01  
5.3286e+04  4.4194e+00  1.3596e-01  
5.3320e+04  4.5186e+00  1.3460e-01  
5.3345e+04  4.5856e+00  1.9162e-01  
5.3362e+04  4.4189e+00  1.9603e-01  
5.3379e+04  4.8953e+00  1.9925e-01  
5.3396e+04  5.1732e+00  2.0747e-01  
5.3413e+04  5.5373e+00  2.1059e-01  
5.3430e+04  6.5668e+00  2.2778e-01  
5.3447e+04  7.8297e+00  2.4724e-01  
5.3464e+04  8.7935e+00  2.7649e-01  
5.3481e+04  1.0679e+01  3.3147e-01  
5.3498e+04  1.1317e+01  3.5460e-01  
5.3516e+04  1.3579e+01  4.3797e-01  
5.3533e+04  1.3242e+01  4.2192e-01  
5.3550e+04  1.2228e+01  3.8495e-01  
5.3567e+04  1.3433e+01  4.2296e-01  
5.3584e+04  1.1950e+01  3.6590e-01  
5.3601e+04  1.1512e+01  3.4934e-01  
5.3627e+04  1.1612e+01  2.5431e-01  
5.3661e+04  1.2083e+01  2.6873e-01  
5.3695e+04  1.2714e+01  2.8550e-01  
5.3730e+04  1.3177e+01  2.9493e-01  
5.3764e+04  1.3889e+01  3.2236e-01  
5.3798e+04  1.4735e+01  3.4472e-01  
5.3833e+04  1.5053e+01  3.5923e-01  
5.3867e+04  1.5099e+01  3.6377e-01  
5.3902e+04  1.5003e+01  3.6446e-01  
5.3936e+04  1.4554e+01  3.4411e-01  
5.3971e+04  1.4572e+01  3.4828e-01  
5.4005e+04  1.3568e+01  3.0543e-01  
5.4040e+04  1.3221e+01  2.9740e-01  
5.4075e+04  1.1270e+01  2.4590e-01  
5.4109e+04  1.1165e+01  2.3795e-01  
5.4144e+04  9.5783e+00  2.0712e-01  
5.4179e+04  8.6285e+00  1.9085e-01  
5.4214e+04  7.8450e+00  1.7748e-01  
5.4248e+04  7.0261e+00  1.6573e-01  
5.4283e+04  6.1474e+00  1.5324e-01  
5.4309e+04  5.5326e+00  2.1140e-01  
5.4327e+04  5.3040e+00  2.0476e-01  
